genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
art pop,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,4.0
alt z,0.747,0.482,0.0,-5.614,1.0,0.033,0.618,0.0,0.128,0.536,91.991,4.0
post-teen pop,0.547,0.723,2.0,-4.804,0.0,0.0323,0.312,0.0,0.112,0.377,102.003,4.0
jazz rap,0.754,0.504,4.0,-7.143,0.0,0.32,0.159,1.77e-06,0.121,0.683,80.052,4.0
bedroom pop,0.689,0.534,6.0,-10.335,1.0,0.0325,0.727,0.00174,0.11,0.48,100.746,4.0
soul jazz,0.749,0.497,10.0,-12.609,0.0,0.105,0.41,0.0499,0.0504,0.585,95.818,4.0
dance pop,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0
alt z,0.598,0.555,0.0,-7.407,1.0,0.0295,0.508,0.0277,0.304,0.353,152.101,4.0
drift phonk,0.831,0.872,10.0,-4.666,0.0,0.0598,0.00275,0.913,0.133,0.41,93.996,4.0
pinoy hip hop,0.761,0.641,5.0,-5.972,0.0,0.0589,0.032,0.0,0.12,0.323,100.002,4.0
vapor twitch,0.698,0.812,0.0,-5.5,1.0,0.0399,0.58,0.182,0.113,0.351,128.045,4.0
desi pop,0.898,0.435,6.0,-8.834,1.0,0.0489,0.555,0.0,0.139,0.836,115.034,4.0
filmi,0.365,0.407,5.0,-10.352,1.0,0.0424,0.752,0.00129,0.212,0.464,149.161,4.0
filmi,0.791,0.558,7.0,-7.155,0.0,0.0661,0.276,0.0,0.0859,0.872,95.077,4.0
filmi,0.611,0.612,2.0,-7.978,1.0,0.114,0.441,0.0,0.18,0.898,171.841,4.0
filmi,0.61,0.492,10.0,-7.55,1.0,0.0261,0.334,6.3e-06,0.0979,0.165,90.984,4.0
anime,0.584,0.911,5.0,-3.515,0.0,0.09,0.0119,0.0,0.119,0.606,92.502,4.0
filmi,0.613,0.108,9.0,-15.73,0.0,0.0289,0.573,0.0,0.0565,0.779,85.941,4.0
filmi,0.532,0.529,0.0,-8.402,1.0,0.0352,0.334,0.000144,0.078,0.295,81.989,4.0
filmi,0.562,0.368,1.0,-9.198,1.0,0.027,0.973,0.000164,0.105,0.25,107.914,4.0
neo mellow,0.709,0.913,7.0,-5.148,1.0,0.0748,0.0182,0.0,0.167,0.519,108.024,4.0
bhajan,0.439,0.541,1.0,-9.108,1.0,0.0757,0.673,3.9e-06,0.128,0.692,151.925,3.0
bhajan,0.478,0.512,5.0,-7.679,0.0,0.0384,0.728,0.0,0.0978,0.528,137.886,3.0
gujarati pop,0.707,0.417,1.0,-9.269,1.0,0.0438,0.73,2.07e-05,0.106,0.57,115.939,4.0
classic bollywood,0.502,0.744,1.0,-8.573,1.0,0.134,0.698,0.0,0.478,0.627,117.305,4.0
desi pop,0.825,0.666,4.0,-4.847,0.0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,4.0
detroit hip hop,0.78,0.808,2.0,-5.175,1.0,0.484,0.112,0.0,0.329,0.642,79.982,4.0
filmi,0.832,0.658,9.0,-6.333,0.0,0.0303,0.101,0.00121,0.284,0.666,120.044,4.0
j-ambient,0.361,0.23,2.0,-10.69,1.0,0.0324,0.979,0.0321,0.181,0.241,101.565,4.0
desi hip hop,0.756,0.858,1.0,-4.05,0.0,0.0585,0.035,0.000254,0.061,0.764,101.984,4.0
hare krishna,0.421,0.396,3.0,-7.973,1.0,0.0301,0.575,0.0,0.0949,0.111,139.768,3.0
desi hip hop,0.574,0.496,8.0,-7.153,0.0,0.0277,0.431,0.0,0.399,0.61,109.935,4.0
filmi,0.478,0.767,6.0,-9.569,1.0,0.136,0.0158,1.96e-05,0.352,0.227,104.977,4.0
video game music,0.556,0.916,2.0,-5.831,1.0,0.0483,0.0503,0.595,0.114,0.271,100.965,4.0
meme,0.976,0.678,10.0,-6.532,0.0,0.0929,0.142,0.557,0.0573,0.747,109.957,4.0
meme,0.491,0.851,8.0,-4.481,1.0,0.0322,0.00504,0.0151,0.175,0.251,107.995,4.0
r&b,0.62,0.28,7.0,-10.467,1.0,0.0465,0.268,3.7e-06,0.223,0.178,135.581,4.0
j-pop,0.548,0.0956,5.0,-14.196,1.0,0.0468,0.964,0.905,0.0933,0.22,129.933,4.0
filmi,0.531,0.431,2.0,-8.937,0.0,0.037,0.868,2.47e-05,0.127,0.19,107.99,4.0
gen z singer-songwriter,0.41,0.256,8.0,-8.653,1.0,0.0284,0.845,6.31e-06,0.116,0.308,137.741,4.0
chillwave,0.484,0.844,9.0,-6.096,0.0,0.0479,0.0332,0.0319,0.22,0.49,130.062,4.0
alt z,0.762,0.585,8.0,-8.819,1.0,0.102,0.478,0.0,0.113,0.303,140.005,4.0
electropop,0.81,0.788,10.0,-3.663,1.0,0.0447,0.267,0.000172,0.196,0.845,135.991,4.0
alt z,0.689,0.143,6.0,-17.374,1.0,0.264,0.97,0.0,0.109,0.528,85.398,4.0
gen z singer-songwriter,0.561,0.522,6.0,-7.699,0.0,0.108,0.613,0.0,0.103,0.43,94.321,4.0
indonesian r&b,0.651,0.627,7.0,-6.842,1.0,0.164,0.0892,0.0,0.0941,0.441,169.955,4.0
glitch hop,0.681,0.89,7.0,-7.689,1.0,0.116,0.0137,0.883,0.352,0.123,107.28,4.0
bedroom pop,0.743,0.49,1.0,-10.845,1.0,0.0377,0.307,0.0393,0.108,0.394,120.028,4.0
drift phonk,0.838,0.59,7.0,-4.305,1.0,0.233,0.439,0.874,0.105,0.495,150.02,4.0
bhajan,0.465,0.557,7.0,-9.738,1.0,0.0451,0.499,0.0,0.28,0.658,159.791,3.0
modern bollywood,0.517,0.565,9.0,-10.184,1.0,0.0441,0.721,0.00689,0.0997,0.69,169.952,4.0
desi pop,0.5,0.677,0.0,-7.73,0.0,0.0634,0.21,0.0,0.118,0.524,149.751,3.0
filmi,0.684,0.721,5.0,-7.116,1.0,0.0924,0.36,0.0,0.168,0.568,128.059,4.0
filmi,0.382,0.632,8.0,-6.393,1.0,0.0411,0.391,0.000486,0.0922,0.716,78.936,4.0
filmi,0.818,0.829,8.0,-7.145,0.0,0.0978,0.303,8.53e-05,0.277,0.967,108.999,4.0
downtempo,0.595,0.788,3.0,-10.128,0.0,0.363,0.195,0.202,0.153,0.414,97.012,4.0
canadian electronic,0.748,0.838,9.0,-5.517,1.0,0.0394,0.0564,0.0218,0.0867,0.703,110.017,4.0
pop,0.802,0.547,8.0,-7.034,1.0,0.0518,0.205,0.0,0.109,0.922,109.966,4.0
art pop,0.472,0.526,1.0,-10.987,1.0,0.0306,0.524,0.0056,0.0856,0.258,138.933,4.0
alt z,0.684,0.729,1.0,-3.8,1.0,0.0407,0.0231,0.000628,0.124,0.49,159.975,4.0
brostep,0.788,0.874,0.0,-3.336,1.0,0.0805,0.00219,0.00231,0.0998,0.629,126.988,4.0
brostep,0.594,0.947,0.0,-3.904,1.0,0.0519,0.00133,0.108,0.305,0.362,140.043,4.0
modern alternative rock,0.547,0.639,2.0,-6.958,1.0,0.117,0.0137,0.0,0.305,0.399,90.098,4.0
indie pop,0.397,0.1,0.0,-15.43,1.0,0.0375,0.982,0.00467,0.1,0.101,126.813,4.0
classic rock,0.535,0.65,10.0,-6.328,1.0,0.0554,0.379,0.0,0.14,0.61,117.188,4.0
aesthetic rap,0.886,0.741,10.0,-5.043,1.0,0.0682,0.00254,0.000134,0.151,0.95,140.024,4.0
alternative metal,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,4.0
aesthetic rap,0.755,0.715,1.0,-6.401,1.0,0.122,0.106,0.000142,0.164,0.452,144.855,4.0
french shoegaze,0.498,0.553,5.0,-6.193,1.0,0.0332,0.000103,0.528,0.273,0.235,111.015,4.0
desi hip hop,0.622,0.431,11.0,-8.26,0.0,0.0293,0.0955,0.0,0.088,0.365,117.919,4.0
covertronica,0.779,0.66,1.0,-10.341,0.0,0.0821,0.337,0.0,0.217,0.693,126.024,4.0
pop,0.661,0.779,1.0,-3.995,0.0,0.0678,0.00604,0.0,0.218,0.67,129.911,4.0
filmi,0.622,0.939,7.0,-9.091,0.0,0.0587,0.602,0.0181,0.158,0.961,170.058,4.0
chill pop,0.672,0.494,2.0,-10.142,1.0,0.0443,0.48,1.01e-06,0.209,0.7,139.984,4.0
dance pop,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4.0
alt z,0.528,0.343,0.0,-7.62,1.0,0.036,0.777,0.0,0.162,0.342,64.879,4.0
pop,0.375,0.93,2.0,-2.631,1.0,0.0561,0.00064,0.0,0.318,0.491,147.124,4.0
boy band,0.756,0.706,1.0,-4.384,0.0,0.0393,0.424,0.0,0.0635,0.799,122.925,4.0
video game music,0.609,0.376,2.0,-17.01,1.0,0.0345,0.117,0.829,0.104,0.28,97.984,4.0
modern rock,0.56,0.958,11.0,-3.245,1.0,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,4.0
pop,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,4.0
classic bollywood,0.805,0.594,2.0,-10.846,1.0,0.0927,0.619,1.55e-05,0.215,0.694,110.425,4.0
filmi,0.663,0.762,5.0,-4.095,1.0,0.0326,0.17,1.06e-05,0.107,0.553,140.022,4.0
denpa-kei,0.633,0.839,0.0,-6.302,0.0,0.0488,0.0281,0.00124,0.0823,0.371,160.018,4.0
denpa-kei,0.66,0.812,3.0,-9.703,1.0,0.0883,0.0762,0.000353,0.381,0.666,159.976,4.0
anime rock,0.528,0.593,1.0,-3.68,1.0,0.0545,0.289,0.00054,0.0724,0.351,167.238,4.0
anime,0.718,0.831,3.0,-3.213,1.0,0.0758,0.116,0.0,0.305,0.761,142.942,4.0
erhu,0.269,0.165,2.0,-12.859,1.0,0.0367,0.824,0.00714,0.0822,0.407,118.01,4.0
anime lo-fi,0.617,0.0806,2.0,-24.894,1.0,0.0348,0.936,0.946,0.121,0.289,98.165,4.0
fingerstyle,0.649,0.39,2.0,-8.058,1.0,0.0395,0.538,0.43,0.339,0.366,120.099,4.0
anime lo-fi,0.689,0.0258,2.0,-28.516,1.0,0.0599,0.989,0.971,0.111,0.511,62.589,3.0
anime lo-fi,0.715,0.209,2.0,-18.411,1.0,0.0385,0.975,0.689,0.184,0.597,115.011,4.0
anime lo-fi,0.755,0.295,2.0,-23.411,1.0,0.077,0.931,0.881,0.101,0.349,110.027,4.0
anime lo-fi,0.693,0.0141,2.0,-28.587,1.0,0.074,0.993,0.965,0.104,0.578,62.636,5.0
christian lo-fi,0.559,0.219,5.0,-14.283,1.0,0.034,0.746,0.91,0.111,0.137,74.98,4.0
alternative metal,0.415,0.528,4.0,-7.564,1.0,0.0293,0.088,0.00595,0.0746,0.0479,105.217,4.0
indie anthem-folk,0.521,0.509,3.0,-8.059,1.0,0.0276,0.738,0.784,0.119,0.37,153.563,4.0
afghan pop,0.547,0.554,7.0,-11.165,1.0,0.0374,0.602,0.000155,0.0735,0.848,91.386,4.0
j-pop,0.223,0.207,0.0,-14.767,0.0,0.0346,0.97,0.594,0.105,0.0595,149.806,3.0
filmi,0.362,0.378,1.0,-11.008,1.0,0.0329,0.679,0.0,0.091,0.575,87.549,4.0
chillwave,0.335,0.33,0.0,-8.302,1.0,0.031,0.472,0.41,0.164,0.04,75.07,4.0
desi pop,0.528,0.344,6.0,-11.787,1.0,0.0586,0.616,0.0,0.232,0.461,107.626,4.0
filmi,0.594,0.548,9.0,-7.588,0.0,0.0267,0.611,0.00146,0.117,0.374,98.014,4.0
classic bollywood,0.429,0.644,6.0,-9.102,1.0,0.0383,0.719,6.66e-05,0.383,0.657,132.207,4.0
filmi,0.644,0.818,6.0,-5.924,0.0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,4.0
classic bollywood,0.666,0.447,7.0,-7.568,1.0,0.0245,0.506,1.5e-06,0.12,0.584,102.713,4.0
brostep,0.605,0.92,4.0,-2.298,0.0,0.0713,0.0012,0.000596,0.483,0.219,174.974,4.0
alternative metal,0.672,0.974,10.0,-5.604,0.0,0.113,0.0436,0.654,0.828,0.296,102.129,4.0
modern indie pop,0.494,0.553,5.0,-5.57,1.0,0.197,0.413,4.17e-05,0.218,0.359,82.061,4.0
drift phonk,0.699,0.825,1.0,-6.155,1.0,0.0523,0.0892,0.931,0.0928,0.361,169.994,4.0
emo rap,0.603,0.531,4.0,-9.165,0.0,0.0629,0.307,0.0,0.114,0.146,151.96,4.0
pop,0.475,0.39,0.0,-11.344,0.0,0.063,0.0654,0.00045,0.16,0.0713,143.88,4.0
alternative metal,0.546,0.98,9.0,-3.02,0.0,0.0619,0.0154,0.0,0.31,0.478,120.037,4.0
traprun,0.587,0.902,8.0,-2.506,1.0,0.049,0.0336,0.000112,0.1,0.0878,102.029,4.0
alt z,0.554,0.862,3.0,-4.672,1.0,0.0361,0.000924,0.000142,0.422,0.557,139.937,4.0
alt z,0.321,0.705,7.0,-5.41,1.0,0.0938,0.169,0.0,0.0514,0.302,62.014,4.0
conscious hip hop,0.8,0.585,10.0,-7.343,1.0,0.0924,0.264,0.0,0.153,0.779,126.058,4.0
super eurobeat,0.48,0.972,9.0,-3.985,0.0,0.0631,0.00757,0.00713,0.1,0.65,150.075,4.0
australian pop,0.657,0.828,5.0,-5.544,1.0,0.0728,0.00847,0.0,0.326,0.566,115.954,4.0
alt z,0.689,0.679,7.0,-5.893,1.0,0.0517,0.195,0.00111,0.224,0.475,149.972,4.0
classical,0.285,0.00464,3.0,-38.222,0.0,0.0435,0.995,0.844,0.0582,0.216,72.32,3.0
classical,0.512,0.0181,4.0,-30.054,1.0,0.0563,0.881,5.78e-05,0.288,0.252,137.927,4.0
easy listening,0.262,0.166,11.0,-19.585,1.0,0.0403,0.967,0.904,0.358,0.0545,122.74,4.0
chanson,0.371,0.278,7.0,-8.596,0.0,0.0303,0.981,0.0,0.272,0.338,82.331,4.0
art pop,0.821,0.578,1.0,-6.566,1.0,0.0487,0.384,5.92e-05,0.139,0.517,107.02,4.0
adult standards,0.459,0.267,0.0,-8.948,1.0,0.0294,0.807,0.0,0.119,0.342,63.378,4.0
classic pakistani pop,0.565,0.657,9.0,-9.84,0.0,0.0545,0.229,0.0,0.214,0.604,93.034,4.0
musica indigena latinoamericana,0.787,0.598,1.0,-7.457,1.0,0.212,0.573,2.29e-06,0.103,0.82,150.027,4.0
filmi,0.63,0.837,9.0,-4.635,0.0,0.0387,0.329,0.00271,0.159,0.473,107.997,4.0
baroque pop,0.59,0.727,5.0,-6.356,1.0,0.0519,0.0193,0.0825,0.144,0.687,102.937,4.0
slap house,0.613,0.766,5.0,-7.068,0.0,0.128,0.132,0.0145,0.266,0.145,122.145,4.0
disco house,0.72,0.808,6.0,-5.627,1.0,0.0379,0.00793,0.0293,0.0634,0.869,126.041,4.0
gen z singer-songwriter,0.439,0.503,8.0,-10.029,1.0,0.0281,0.284,5.6e-05,0.152,0.519,186.01,3.0
easy listening,0.347,0.299,3.0,-14.462,1.0,0.0401,0.979,0.93,0.178,0.556,86.15,4.0
modern folk rock,0.446,0.247,11.0,-13.036,0.0,0.0287,0.905,0.233,0.111,0.245,138.328,1.0
pop rap,0.843,0.39,2.0,-7.899,1.0,0.0846,0.178,0.0,0.137,0.495,129.972,4.0
lo-fi study,0.374,0.194,10.0,-19.673,0.0,0.063,0.964,0.912,0.106,0.15,106.027,1.0
afrofuturism,0.344,0.953,7.0,-7.074,1.0,0.127,0.0197,0.679,0.523,0.425,178.632,5.0
filter house,0.677,0.824,4.0,-6.045,1.0,0.295,0.371,0.00102,0.446,0.359,118.064,4.0
lo-fi beats,0.46,0.0799,4.0,-20.05,0.0,0.0352,0.943,0.882,0.0892,0.15,149.647,4.0
chillwave,0.612,0.628,2.0,-6.754,1.0,0.0752,0.0358,0.00898,0.193,0.434,125.043,4.0
pop,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,4.0
classic pakistani pop,0.675,0.607,10.0,-7.241,1.0,0.0366,0.613,2.64e-05,0.102,0.655,158.905,3.0
filmi,0.841,0.74,9.0,-8.432,1.0,0.13,0.05,2.22e-06,0.128,0.626,109.033,4.0
anime lo-fi,0.805,0.313,9.0,-11.078,0.0,0.0775,0.307,0.913,0.191,0.234,79.033,4.0
lo-fi study,0.594,0.0535,0.0,-18.914,0.0,0.0925,0.65,0.935,0.128,0.0916,61.996,4.0
classic bollywood,0.831,0.737,5.0,-11.51,0.0,0.0497,0.185,0.000937,0.153,0.82,125.552,4.0
hypnagogic pop,0.723,0.615,9.0,-7.287,0.0,0.059,0.849,0.883,0.108,0.614,119.247,4.0
chanson,0.586,0.412,8.0,-10.116,0.0,0.0334,0.798,0.0,0.152,0.706,132.199,4.0
lo-fi study,0.786,0.177,1.0,-23.921,0.0,0.0897,0.807,0.861,0.128,0.569,139.979,5.0
dance pop,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4.0
brostep,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4.0
shanty,0.712,0.27,7.0,-4.382,0.0,0.0541,0.935,0.0,0.0582,0.728,120.416,4.0
hip hop,0.722,0.741,1.0,-3.72,1.0,0.19,0.249,0.0,0.151,0.46,162.11,4.0
alternative metal,0.509,0.629,0.0,-6.434,1.0,0.0335,0.209,1.99e-06,0.369,0.237,80.012,4.0
drift phonk,0.719,0.699,8.0,-5.341,0.0,0.031,0.00116,0.859,0.121,0.14,120.951,4.0
sad lo-fi,0.758,0.545,0.0,-7.855,1.0,0.135,0.732,0.0,0.122,0.271,119.935,4.0
punjabi pop,0.534,0.666,0.0,-4.644,1.0,0.0506,0.788,0.0,0.194,0.564,124.159,3.0
indie rock,0.697,0.877,3.0,-4.465,1.0,0.0462,0.462,0.00943,0.083,0.802,101.99,4.0
pop,0.881,0.592,2.0,-4.898,1.0,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4.0
pop,0.736,0.809,2.0,-4.487,1.0,0.0323,0.15,0.00151,0.0886,0.744,122.023,4.0
german pop rock,0.663,0.477,1.0,-8.839,1.0,0.0414,0.644,0.0,0.122,0.643,143.173,4.0
pop rap,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,4.0
atl hip hop,0.541,0.674,1.0,-7.04,0.0,0.0841,0.00649,9.76e-05,0.235,0.123,103.139,4.0
chanson,0.48,0.332,2.0,-6.935,1.0,0.0352,0.828,0.0,0.132,0.655,113.946,4.0
canadian contemporary r&b,0.535,0.791,0.0,-5.55,1.0,0.0327,0.00096,0.000155,0.0788,0.5,142.981,4.0
atmospheric dnb,0.264,0.88,9.0,-4.412,0.0,0.057,0.00136,0.886,0.115,0.0351,174.021,4.0
dmv rap,0.764,0.725,7.0,-8.812,1.0,0.0576,0.463,5.91e-06,0.109,0.0794,100.063,4.0
folk-pop,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.243,74.897,4.0
pop,0.505,0.624,7.0,-6.513,1.0,0.0371,0.0235,0.0,0.5,0.215,139.849,4.0
alt z,0.655,0.569,1.0,-5.018,0.0,0.0349,0.716,7.4e-06,0.135,0.44,150.267,4.0
hip hop,0.554,0.337,9.0,-9.503,1.0,0.197,0.456,6.18e-06,0.115,0.137,173.877,3.0
bedroom r&b,0.797,0.39,2.0,-6.594,1.0,0.0303,0.726,0.0,0.144,0.536,97.944,4.0
bedroom r&b,0.827,0.407,2.0,-6.297,1.0,0.0302,0.698,0.0,0.119,0.544,98.0,4.0
edm,0.649,0.716,8.0,-5.371,1.0,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4.0
edm,0.584,0.955,7.0,-4.197,0.0,0.0507,0.101,0.00243,0.092,0.486,128.04,4.0
alt z,0.737,0.408,5.0,-7.941,1.0,0.104,0.802,0.0,0.171,0.374,127.918,4.0
disco,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4.0
modern indie pop,0.782,0.798,4.0,-5.07,0.0,0.0337,0.141,0.0,0.685,0.905,127.89,4.0
dance pop,0.651,0.486,5.0,-4.437,1.0,0.0456,0.456,0.0,0.1,0.307,78.14,4.0
chillhop,0.495,0.364,8.0,-8.503,0.0,0.0394,0.771,0.594,0.0852,0.358,172.058,4.0
modern rock,0.754,0.583,4.0,-7.34,0.0,0.0432,0.32,0.00015,0.144,0.77,122.012,4.0
modern rock,0.734,0.614,4.0,-5.452,0.0,0.0477,0.291,0.000306,0.12,0.636,121.934,4.0
edm,0.615,0.91,5.0,-2.825,0.0,0.0762,0.00761,0.00636,0.16,0.346,139.997,4.0
modern rock,0.7,0.934,6.0,-5.941,0.0,0.17,0.0857,0.226,0.114,0.224,92.973,4.0
dance pop,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4.0
j-pop,0.228,0.153,7.0,-16.457,0.0,0.0347,0.674,0.932,0.0622,0.0388,55.699,4.0
hip hop,0.513,0.661,5.0,-6.419,1.0,0.24,0.161,0.0,0.246,0.179,94.791,4.0
alt z,0.718,0.483,8.0,-6.596,1.0,0.0381,0.387,0.000208,0.124,0.29,103.997,4.0
boy band,0.611,0.52,0.0,-5.445,1.0,0.0346,0.0132,0.0,0.105,0.771,159.927,4.0
alternative hip hop,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,4.0
atl hip hop,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508,142.037,4.0
contemporary country,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,4.0
indie poptimism,0.815,0.845,9.0,-6.832,0.0,0.0457,0.416,1.54e-06,0.117,0.955,129.874,4.0
dance pop,0.747,0.877,9.0,-3.782,0.0,0.0664,0.0375,0.000833,0.233,0.752,107.991,4.0
pop,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,4.0
pop,0.7,0.832,1.0,-4.969,1.0,0.0539,0.000421,0.464,0.278,0.533,129.983,4.0
bossbeat,0.736,0.79,0.0,-3.087,0.0,0.051,0.00827,0.00497,0.176,0.821,115.995,4.0
indietronica,0.653,0.836,10.0,-5.626,0.0,0.0457,0.0452,0.299,0.1,0.804,133.182,4.0
deep underground hip hop,0.803,0.702,2.0,-7.578,1.0,0.194,0.092,0.0,0.0948,0.101,136.003,4.0
indonesian singer-songwriter,0.531,0.401,7.0,-8.384,1.0,0.0302,0.466,0.0,0.0923,0.208,106.178,4.0
gen z singer-songwriter,0.492,0.224,5.0,-8.098,1.0,0.0493,0.91,0.0,0.142,0.424,93.039,4.0
irish singer-songwriter,0.539,0.179,7.0,-14.33,1.0,0.0309,0.921,0.393,0.106,0.145,140.01,3.0
alt z,0.633,0.242,3.0,-8.523,0.0,0.0761,0.515,0.0,0.0839,0.694,98.219,4.0
dance pop,0.879,0.498,4.0,-6.027,0.0,0.18,0.239,0.0,0.0967,0.405,106.044,4.0
hip hop,0.685,0.563,3.0,-5.456,0.0,0.0714,0.323,0.0,0.111,0.3,85.501,4.0
british singer-songwriter,0.609,0.821,9.0,-6.704,1.0,0.2,0.21,0.00148,0.589,0.889,170.037,4.0
electro house,0.423,0.634,6.0,-5.877,0.0,0.0578,0.196,0.0,0.189,0.467,150.978,4.0
alt z,0.645,0.486,0.0,-7.299,1.0,0.0425,0.274,0.0,0.135,0.453,72.536,4.0
bossbeat,0.441,0.65,11.0,-3.545,0.0,0.0511,0.455,0.00313,0.102,0.575,167.871,3.0
indie r&b,0.488,0.264,5.0,-12.325,1.0,0.0336,0.484,0.0,0.131,0.304,100.337,4.0
lo-fi sleep,0.435,0.133,1.0,-23.796,1.0,0.0431,0.813,0.913,0.42,0.114,107.992,4.0
austindie,0.694,0.583,11.0,-11.549,1.0,0.0371,0.17,0.82,0.329,0.897,134.999,4.0
uk pop,0.689,0.706,1.0,-4.48,0.0,0.0312,0.0833,0.0,0.105,0.623,106.52,4.0
art pop,0.521,0.304,5.0,-11.338,1.0,0.0284,0.573,0.00971,0.137,0.0898,109.903,4.0
alternative rock,0.705,0.712,6.0,-6.156,1.0,0.0385,0.0102,0.000855,0.1,0.62,97.512,4.0
pop,0.5,0.292,0.0,-8.554,1.0,0.0323,0.746,0.0,0.188,0.37,145.879,4.0
pop edm,0.573,0.694,1.0,-4.456,1.0,0.042,0.13,0.0,0.0917,0.445,105.085,4.0
folk-pop,0.457,0.757,1.0,-5.177,1.0,0.032,0.0206,0.0,0.146,0.417,102.961,4.0
edm,0.553,0.636,6.0,-4.38,1.0,0.152,0.189,0.0,0.0779,0.53,81.969,4.0
drift phonk,0.822,0.981,9.0,-1.321,1.0,0.109,0.000593,0.748,0.0938,0.404,115.005,4.0
pop,0.69,0.676,7.0,-6.111,1.0,0.0335,0.213,0.0,0.123,0.664,100.023,4.0
alt z,0.625,0.54,11.0,-9.059,1.0,0.0271,0.113,0.162,0.107,0.492,165.909,4.0
atl hip hop,0.767,0.313,7.0,-12.059,1.0,0.0798,0.838,0.0,0.105,0.765,82.582,4.0
modern alternative rock,0.584,0.779,3.0,-5.656,0.0,0.0721,0.259,0.00606,0.28,0.518,94.841,4.0
la pop,0.938,0.405,6.0,-6.017,1.0,0.0465,0.205,1.41e-05,0.124,0.799,100.042,4.0
swedish pop,0.773,0.654,5.0,-7.796,0.0,0.284,0.53,0.0,0.109,0.607,128.989,4.0
reggae fusion,0.509,0.671,1.0,-5.709,1.0,0.0678,0.304,0.0,0.0452,0.55,118.413,5.0
chill pop,0.684,0.512,11.0,-8.715,1.0,0.0525,0.544,0.0,0.097,0.466,119.901,4.0
modern bollywood,0.835,0.718,0.0,-6.614,1.0,0.0816,0.363,0.000919,0.0625,0.64,139.968,4.0
anime lo-fi,0.577,0.00355,4.0,-28.115,0.0,0.0511,0.985,0.96,0.108,0.188,65.395,4.0
anime lo-fi,0.522,0.00281,4.0,-29.063,0.0,0.106,0.994,0.968,0.106,0.371,128.915,5.0
chill pop,0.735,0.37,5.0,-12.581,0.0,0.0705,0.389,0.00163,0.106,0.305,112.015,4.0
nightrun,0.537,0.666,1.0,-9.783,0.0,0.0299,0.0271,0.947,0.105,0.0647,126.014,4.0
alternative metal,0.47,0.796,8.0,-3.277,0.0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,3.0
pop,0.586,0.503,2.0,-7.002,1.0,0.0268,0.0403,0.0,0.0994,0.385,95.013,4.0
lo-fi study,0.702,0.0313,9.0,-23.032,1.0,0.0407,0.942,0.92,0.1,0.238,116.02,4.0
lo-fi sleep,0.148,0.0751,6.0,-22.898,1.0,0.0353,0.802,0.924,0.162,0.0396,75.654,5.0
edm,0.655,0.666,5.0,-5.309,1.0,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,4.0
sad rap,0.854,0.667,1.0,-7.04,1.0,0.111,0.513,3.21e-05,0.119,0.986,130.021,4.0
lo-fi sleep,0.738,0.128,9.0,-15.401,1.0,0.0578,0.949,0.925,0.0981,0.246,124.09,4.0
bedroom pop,0.434,0.302,10.0,-10.117,1.0,0.0378,0.766,7.63e-06,0.149,0.173,121.645,4.0
lo-fi chill,0.641,0.619,8.0,-7.271,1.0,0.0738,0.65,0.0438,0.106,0.354,147.919,4.0
dark r&b,0.626,0.605,10.0,-8.714,1.0,0.117,0.352,0.0,0.158,0.528,94.912,4.0
australian pop,0.769,0.724,11.0,-5.12,1.0,0.0864,0.548,0.0,0.161,0.464,110.659,5.0
indie r&b,0.825,0.42,11.0,-14.702,1.0,0.0516,0.326,0.0,0.151,0.781,119.953,4.0
